"","X","Y","month","day","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area"
"1",7,5,"mar","fri",0.694189602446483,0.0848884010245152,0.0859287054409005,0.223958333333333,0.13745704467354,0.48,0.741176470588235,0,0
"2",7,4,"oct","tue",0.82874617737003,0.118551042810099,0.804878048780488,0.307291666666667,0.474226804123711,0.24,0.0588235294117647,0,0
"3",7,4,"oct","sat",0.82874617737003,0.14892060007318,0.82714196372733,0.307291666666667,0.357388316151203,0.24,0.105882352941176,0,0
"6",8,6,"aug","sun",0.880733944954128,0.301134284668862,0.578361475922451,0.723958333333333,0.618556701030928,0.186666666666667,0.588235294117647,0,0
"7",8,6,"aug","mon",0.880733944954128,0.314306622758873,0.58786741713571,0.401041666666667,0.683848797250859,0.16,0.317647058823529,0,0
"8",8,6,"aug","mon",0.856269113149847,0.52103915111599,0.728705440900563,0.515625,0.130584192439863,0.946666666666667,0.211764705882353,0,0
"9",8,6,"sep","tue",0.840978593272171,0.462861324551775,0.834271419637273,0.322916666666667,0.305841924398625,0.64,0.588235294117647,0,0
"10",7,5,"sep","sat",0.886850152905199,0.31101353823637,0.841776110068793,0.328125,0.639175257731959,0.333333333333333,0.423529411764706,0,0
"11",7,5,"sep","sat",0.886850152905199,0.31101353823637,0.841776110068793,0.328125,0.467353951890034,0.48,0.8,0,0
"13",6,5,"aug","fri",0,0.24807903402854,0.800125078173859,0,0.439862542955327,0.76,0.741176470588235,0,0
"14",6,5,"sep","mon",0.837920489296636,0.451884376143432,0.826641651031895,0.322916666666667,0.587628865979382,0.36,0.211764705882353,0,0
"15",6,5,"sep","wed",0.899082568807339,0.476765459202342,0.84302689180738,0.4375,0.762886597938144,0.08,0.482352941176471,0,0
"16",6,5,"sep","fri",0.91131498470948,0.50567142334431,0.860913070669168,0.682291666666667,0.642611683848797,0.386666666666667,0.588235294117647,0,0
"17",5,5,"mar","sat",0.862385321100917,0.120014635931211,0.0690431519699812,0.364583333333333,0.374570446735395,0.16,0.588235294117647,0,0
"18",8,5,"oct","mon",0.654434250764526,0.109037687522869,0.798749218261413,0.114583333333333,0.429553264604811,0.426666666666667,0.529411764705882,0,0
"19",6,4,"mar","wed",0.785932721712538,0.0911086717892426,0.0565353345841151,0.286458333333333,0.402061855670103,0.266666666666667,0.423529411764706,0,0
"20",6,4,"apr","sat",0.697247706422018,0.0892791803878522,0.0894308943089431,0.223958333333333,0.175257731958763,0.386666666666667,0.482352941176471,0,0
"21",6,4,"sep","tue",0.840978593272171,0.462861324551775,0.834271419637273,0.322916666666667,0.484536082474227,0.333333333333333,0.270588235294118,0,0
"22",5,4,"sep","mon",0.865443425076452,0.276253201609952,0.873921200750469,0.4375,0.512027491408935,0.306666666666667,0.270588235294118,0,0
"24",7,4,"aug","sat",0.81651376146789,0.394804244420051,0.64015009380863,0.28125,0.525773195876289,0.373333333333333,0.635294117647059,0,0
"26",7,4,"aug","sun",0.853211009174312,0.510062202707647,0.720200125078174,0.510416666666667,0.415807560137457,0.6,0.588235294117647,0,0
"27",7,4,"sep","fri",0.883792048929664,0.420417124039517,0.803502188868042,0.59375,0.508591065292096,0.253333333333333,0.635294117647059,0,0
"28",7,4,"sep","mon",0.837920489296636,0.451884376143432,0.826641651031895,0.322916666666667,0.52233676975945,0.44,0.105882352941176,0,0
"29",6,3,"sep","sat",0.914373088685015,0.52103915111599,0.870293933708568,0.380208333333333,0.893470790378007,0.12,0.270588235294118,0,0
"30",6,3,"sep","sun",0.91743119266055,0.535309184046835,0.879299562226391,0.380208333333333,0.639175257731959,0.32,0.376470588235294,0,0
"31",6,3,"sep","fri",0.941896024464832,0.300402488108306,0.833896185115697,0.786458333333333,0.72852233676976,0.12,0.376470588235294,0,0
"32",6,3,"sep","mon",0.767584097859327,0.324917672886937,0.855909943714822,0.328125,0.240549828178694,0.84,0.847058823529412,0,0
"33",6,3,"sep","fri",0.767584097859327,0.244054152945481,0.852032520325203,0.260416666666667,0.563573883161512,0.293333333333333,0.164705882352941,0,0
"34",6,3,"sep","sun",0.862385321100917,0.265642151481888,0.866416510318949,0.364583333333333,0.463917525773196,0.32,0.376470588235294,0,0
"35",6,3,"sep","mon",0.865443425076452,0.276253201609952,0.873921200750469,0.4375,0.584192439862543,0.226666666666667,0.270588235294118,0,0
"36",6,3,"sep","tue",0.819571865443425,0.28430296377607,0.88130081300813,0.286458333333333,0.481099656357388,0.626666666666667,0.482352941176471,0,0
"37",6,3,"oct","tue",0.82874617737003,0.118551042810099,0.804878048780488,0.307291666666667,0.601374570446735,0.12,0.482352941176471,0,0
"38",7,4,"oct","fri",0.81039755351682,0.140870837907062,0.821763602251407,0.411458333333333,0.243986254295533,0.6,0.588235294117647,0,0
"39",7,3,"oct","sat",0.82874617737003,0.14892060007318,0.82714196372733,0.307291666666667,0.467353951890034,0.16,0.423529411764706,0,0
"40",4,4,"mar","tue",0.752293577981651,0.0830589096231248,0.0525328330206379,0.15625,0.34020618556701,0.373333333333333,0.270588235294118,0,0
"41",4,4,"jul","tue",0.489296636085627,0.210757409440176,0.426641651031895,0.0364583333333333,0.656357388316151,0.293333333333333,0.317647058823529,0,0
"42",4,4,"aug","sat",0.81651376146789,0.34357848518112,0.748717948717949,0.421875,0.487972508591065,0.36,0.741176470588235,0,0
"43",4,4,"aug","tue",0.957186544342507,0.385290889132821,0.777360850531582,0.84375,0.426116838487973,0.52,0.588235294117647,0,0
"44",4,4,"sep","sat",0.886850152905199,0.31101353823637,0.841776110068793,0.328125,0.529209621993127,0.44,0.270588235294118,0,0
"45",4,4,"sep","wed",0.813455657492354,0.292352725942188,0.888180112570356,0.28125,0.298969072164948,0.786666666666667,0.529411764705882,0,0
"46",5,6,"sep","wed",0.941896024464832,0.300402488108306,0.833896185115697,0.786458333333333,0.745704467353952,0.12,0.423529411764706,0,0
"47",5,6,"sep","mon",0.837920489296636,0.451884376143432,0.826641651031895,0.322916666666667,0.360824742268041,0.733333333333333,0.376470588235294,0,0
"48",6,6,"jul","mon",0.938837920489297,0.216977680204903,0.521951219512195,0.53125,0.646048109965636,0.28,0.317647058823529,0,0
"49",4,4,"mar","mon",0.724770642201835,0.0764727405781193,0.0489055659787367,0.171875,0.261168384879725,0.266666666666667,0.164705882352941,0,0
"50",4,4,"mar","mon",0.737003058103975,0.180021953896817,0.0978111319574734,0.21875,0.233676975945017,0.413333333333333,0.635294117647059,0,0
"51",4,4,"sep","thu",0.899082568807339,0.490303695572631,0.851532207629769,0.4375,0.570446735395189,0.0266666666666667,0.105882352941176,0,0
"52",4,3,"aug","sun",0.81651376146789,0.353457738748628,0.757473420888055,0.286458333333333,0.594501718213059,0.253333333333333,0.211764705882353,0,0
"53",4,3,"aug","wed",0.874617737003058,0.395901939260885,0.786116322701689,0.458333333333333,0.556701030927835,0.36,0.529411764705882,0,0
"55",4,3,"aug","thu",0.862385321100917,0.407244785949506,0.795121951219512,0.286458333333333,0.460481099656357,0.4,0.376470588235294,0,0
"56",4,3,"sep","thu",0.899082568807339,0.490303695572631,0.851532207629769,0.4375,0.807560137457045,0.12,0.211764705882353,0,0
"57",4,3,"sep","tue",0.819571865443425,0.28430296377607,0.88130081300813,0.286458333333333,0.467353951890034,0.64,0.529411764705882,0,0
"58",4,3,"oct","sun",0.889908256880734,0.159165751920966,0.833270794246404,0.416666666666667,0.329896907216495,0.466666666666667,0.270588235294118,0,0
"59",2,2,"feb","mon",0.626911314984709,0.0230515916575192,0.0105065666041276,0.0677083333333333,0.333333333333333,0.333333333333333,0.588235294117647,0,0
"60",2,2,"feb","fri",0.706422018348624,0.0373216245883644,0.0217636022514071,0.234375,0.278350515463918,0.48,0.0588235294117647,0,0
"61",2,2,"mar","sun",0.788990825688073,0.176728869374314,0.0958098811757348,0.458333333333333,0.25085910652921,0.32,0.635294117647059,0,0
"62",2,2,"mar","sun",0.788990825688073,0.176728869374314,0.0958098811757348,0.458333333333333,0.0446735395189003,0.586666666666667,0.694117647058824,0,0
"63",2,2,"aug","thu",0.902140672782875,0.264544456641054,0.551594746716698,0.359375,0.501718213058419,0.266666666666667,0.529411764705882,0,0
"64",2,2,"aug","sun",0.81651376146789,0.353457738748628,0.757473420888055,0.286458333333333,0.570446735395189,0.24,0.270588235294118,0,0
"65",2,2,"aug","mon",0.844036697247706,0.366630076838639,0.766979362101313,0.260416666666667,0.649484536082474,0.213333333333333,0.317647058823529,0,0
"66",2,2,"aug","thu",0.862385321100917,0.407244785949506,0.795121951219512,0.286458333333333,0.494845360824742,0.386666666666667,0.482352941176471,0,0
"67",2,2,"sep","fri",0.883792048929664,0.420417124039517,0.803502188868042,0.59375,0.646048109965636,0.293333333333333,0.482352941176471,0,0
"68",2,2,"sep","fri",0.883792048929664,0.420417124039517,0.803502188868042,0.59375,0.529209621993127,0.24,0.588235294117647,0,0
"69",2,2,"sep","fri",0.883792048929664,0.420417124039517,0.803502188868042,0.59375,0.529209621993127,0.24,0.694117647058824,0,0
"70",4,5,"mar","fri",0.862385321100917,0.110867178924259,0.0649155722326454,0.427083333333333,0.446735395189003,0.146666666666667,0.482352941176471,0,0
"71",4,5,"mar","fri",0.847094801223242,0.165751920965971,0.0903064415259537,0.609375,0.398625429553265,0.16,0.847058823529412,0,0
"72",4,5,"sep","fri",0.941896024464832,0.300402488108306,0.833896185115697,0.786458333333333,0.463917525773196,0.293333333333333,0.376470588235294,0,0
"73",5,4,"mar","fri",0.862385321100917,0.110867178924259,0.0649155722326454,0.427083333333333,0.391752577319588,0.133333333333333,0.694117647058824,0,0
"74",5,4,"aug","tue",0.773700305810397,0.527991218441273,0.736585365853659,0.427083333333333,0.450171821305842,0.373333333333333,0.482352941176471,0,0
"75",5,4,"sep","fri",0.91131498470948,0.50567142334431,0.860913070669168,0.682291666666667,0.804123711340206,0.2,0.105882352941176,0,0
"76",9,9,"feb","thu",0.63302752293578,0.0139041346505671,0.00125078173858662,0.359375,0.0859106529209622,0.853333333333333,0.317647058823529,0,0
"77",9,9,"feb","fri",0.706422018348624,0.0373216245883644,0.0217636022514071,0.234375,0.395189003436426,0.373333333333333,0.317647058823529,0,0
"78",1,3,"mar","mon",0.737003058103975,0.180021953896817,0.0978111319574734,0.21875,0.140893470790378,0.76,0.317647058823529,0,0
"79",1,2,"aug","fri",0.813455657492354,0.384193194291987,0.630644152595372,0.609375,0.360824742268041,0.68,0.270588235294118,0,0
"80",1,2,"aug","tue",0.840978593272171,0.432491767288694,0.670419011882426,0.322916666666667,0.597938144329897,0.0533333333333333,0.741176470588235,0,0
"81",1,2,"aug","sun",0.853211009174312,0.510062202707647,0.720200125078174,0.510416666666667,0.525773195876289,0.32,0.694117647058824,0,0
"82",1,2,"aug","sun",0.81651376146789,0.353457738748628,0.757473420888055,0.286458333333333,0.470790378006873,0.386666666666667,0.211764705882353,0,0
"83",1,2,"aug","tue",0.957186544342507,0.385290889132821,0.777360850531582,0.84375,0.494845360824742,0.48,0.482352941176471,0,0
"84",1,2,"aug","wed",0.874617737003058,0.395901939260885,0.786116322701689,0.458333333333333,0.426116838487973,0.426666666666667,0.0588235294117647,0,0
"85",1,2,"aug","thu",0.862385321100917,0.407244785949506,0.795121951219512,0.286458333333333,0.549828178694158,0.4,0.376470588235294,0,0
"86",1,2,"sep","thu",0.899082568807339,0.490303695572631,0.851532207629769,0.4375,0.594501718213059,0,0.0588235294117647,0,0
"87",1,2,"sep","thu",0.899082568807339,0.490303695572631,0.851532207629769,0.4375,0.72852233676976,0.16,0.211764705882353,0,0
"88",1,2,"sep","thu",0.899082568807339,0.490303695572631,0.851532207629769,0.4375,0.625429553264605,0.253333333333333,0.211764705882353,0,0
"89",1,2,"sep","sun",0.91743119266055,0.535309184046835,0.879299562226391,0.380208333333333,0.725085910652921,0.28,0.376470588235294,0,0
"90",6,5,"mar","sat",0.862385321100917,0.120014635931211,0.0690431519699812,0.364583333333333,0.45360824742268,0.133333333333333,0.529411764705882,0,0
"91",6,5,"aug","sat",0.81651376146789,0.34357848518112,0.748717948717949,0.421875,0.360824742268041,0.586666666666667,0.635294117647059,0,0
"92",8,6,"mar","fri",0.862385321100917,0.120014635931211,0.0690431519699812,0.364583333333333,0.45360824742268,0.12,0.588235294117647,0,0
"93",8,6,"aug","sun",0.880733944954128,0.301134284668862,0.578361475922451,0.723958333333333,0.570446735395189,0.226666666666667,0.694117647058824,0,0
"94",8,6,"aug","sun",0.853211009174312,0.510062202707647,0.720200125078174,0.510416666666667,0.481099656357388,0.373333333333333,0.529411764705882,0,0
"95",8,6,"aug","mon",0.844036697247706,0.366630076838639,0.766979362101313,0.260416666666667,0.65979381443299,0.0933333333333333,0.270588235294118,0,0
"96",4,4,"sep","sun",0.801223241590214,0.318331503841932,0.849030644152595,0.208333333333333,0.467353951890034,0.653333333333333,0.105882352941176,0,0
"97",3,4,"feb","sat",0.623853211009174,0.0182949140139041,0.00575359599749843,0.09375,0.292096219931271,0.44,0.164705882352941,0,0
"99",3,4,"aug","sun",0.853211009174312,0.510062202707647,0.720200125078174,0.510416666666667,0.254295532646048,0.96,0.482352941176471,0,0
"100",3,4,"aug","sun",0.853211009174312,0.510062202707647,0.720200125078174,0.510416666666667,0.536082474226804,0.32,0.588235294117647,0,0
"102",3,4,"aug","tue",0.773700305810397,0.527991218441273,0.736585365853659,0.427083333333333,0.350515463917526,0.68,0.588235294117647,0,0
"103",2,4,"aug","tue",0.957186544342507,0.385290889132821,0.777360850531582,0.84375,0.54639175257732,0.333333333333333,0.423529411764706,0,0
"104",2,4,"sep","sat",0.886850152905199,0.432125869008416,0.811507191994997,0.40625,0.683848797250859,0.186666666666667,0.482352941176471,0,0
"106",4,5,"mar","fri",0.685015290519878,0.0603732162458836,0.0396497811131957,0.104166666666667,0.292096219931271,0.493333333333333,0.694117647058824,0,0
"107",4,5,"mar","thu",0.853211009174312,0.101353823637029,0.0609130706691682,0.348958333333333,0.481099656357388,0.186666666666667,0.317647058823529,0,0
"108",4,5,"aug","sun",0.81651376146789,0.353457738748628,0.757473420888055,0.286458333333333,0.59106529209622,0.24,0.317647058823529,0,0
"109",4,5,"sep","sat",0.886850152905199,0.31101353823637,0.841776110068793,0.328125,0.553264604810997,0.4,0.317647058823529,0,0
"110",4,5,"sep","mon",0.767584097859327,0.324917672886937,0.855909943714822,0.328125,0.45360824742268,0.546666666666667,0.588235294117647,0,0
"111",4,4,"mar","fri",0.685015290519878,0.0603732162458836,0.0396497811131957,0.104166666666667,0.326460481099656,0.373333333333333,0.635294117647059,0,0
"112",3,4,"mar","fri",0.862385321100917,0.110867178924259,0.0649155722326454,0.427083333333333,0.501718213058419,0.04,0.482352941176471,0,0
"113",3,4,"sep","sun",0.801223241590214,0.318331503841932,0.849030644152595,0.208333333333333,0.639175257731959,0.32,0.376470588235294,0,0
"114",3,4,"sep","mon",0.865443425076452,0.276253201609952,0.873921200750469,0.4375,0.505154639175258,0.266666666666667,0.270588235294118,0,0
"115",3,4,"mar","tue",0.752293577981651,0.0830589096231248,0.0525328330206379,0.15625,0.398625429553265,0.16,0.847058823529412,0,0
"116",3,5,"mar","tue",0.752293577981651,0.0830589096231248,0.0525328330206379,0.15625,0.388316151202749,0.16,0.694117647058824,0,0
"117",3,4,"mar","sat",0.862385321100917,0.120014635931211,0.0690431519699812,0.364583333333333,0.254295532646048,0.2,0.694117647058824,0,0
"118",3,4,"mar","sat",0.862385321100917,0.120014635931211,0.0690431519699812,0.364583333333333,0.378006872852234,0.16,0.529411764705882,0,0
"119",3,4,"mar","mon",0.813455657492354,0.134284668862056,0.0762976860537836,0.28125,0.219931271477663,0.2,0.423529411764706,0,0
"120",3,4,"aug","thu",0.902140672782875,0.264544456641054,0.551594746716698,0.359375,0.529209621993127,0.28,0.317647058823529,0,0
"121",3,4,"aug","mon",0.856269113149847,0.52103915111599,0.728705440900563,0.515625,0.209621993127148,0.786666666666667,0.211764705882353,0,0
"122",3,4,"aug","mon",0.856269113149847,0.52103915111599,0.728705440900563,0.515625,0.443298969072165,0.373333333333333,0.588235294117647,0,0
"123",3,4,"sep","sun",0.883792048929664,0.443102817416758,0.819387116948093,0.401041666666667,0.628865979381443,0.36,0.588235294117647,0,0
"124",3,4,"sep","tue",0.63914373088685,0.25759238931577,0.80838023764853,0.125,0.470790378006873,0.4,0.317647058823529,0,0
"125",3,4,"sep","fri",0.941896024464832,0.300402488108306,0.833896185115697,0.786458333333333,0.536082474226804,0.466666666666667,0.588235294117647,0,0
"126",3,4,"oct","sun",0.889908256880734,0.159165751920966,0.833270794246404,0.416666666666667,0.563573883161512,0.12,0.588235294117647,0,0
"127",3,5,"mar","mon",0.737003058103975,0.180021953896817,0.0978111319574734,0.21875,0.164948453608247,0.453333333333333,0.211764705882353,0,0
"128",3,5,"sep","fri",0.91743119266055,0.535309184046835,0.879299562226391,0.380208333333333,0.446735395189003,0.373333333333333,0.317647058823529,0,0
"129",3,5,"oct","wed",0.853211009174312,0.127698499817051,0.810756722951845,0.229166666666667,0.402061855670103,0.413333333333333,0.376470588235294,0,0
"130",2,5,"oct","sun",0.889908256880734,0.159165751920966,0.833270794246404,0.416666666666667,0.384879725085911,0.266666666666667,0.0588235294117647,0,0
"131",4,6,"feb","sat",0.143730886850153,0.0676911818514453,0.0770481550969356,0,0.384879725085911,0.333333333333333,0.270588235294118,0,0
"132",4,6,"mar","mon",0.724770642201835,0.0764727405781193,0.0489055659787367,0.171875,0.336769759450172,0.32,0.317647058823529,0,0
"133",4,6,"mar","sun",0.788990825688073,0.176728869374314,0.0958098811757348,0.458333333333333,0.219931271477663,0.413333333333333,0.529411764705882,0,0
"134",4,6,"sep","thu",0.923547400611621,0.285034760336626,0.825015634771732,0.890625,0.460481099656357,0.36,0.317647058823529,0,0
"135",3,5,"mar","tue",0.752293577981651,0.0830589096231248,0.0525328330206379,0.15625,0.367697594501718,0.306666666666667,0.270588235294118,0,0
"137",3,6,"sep","sun",0.883792048929664,0.443102817416758,0.819387116948093,0.401041666666667,0.446735395189003,0.573333333333333,0.105882352941176,0,0
"138",3,6,"sep","mon",0.837920489296636,0.451884376143432,0.826641651031895,0.322916666666667,0.391752577319588,0.68,0.317647058823529,0,0
"139",9,9,"jul","tue",0.681957186544342,0.165751920965971,0.359974984365228,0.161458333333333,0.474226804123711,0.36,0.270588235294118,0,0.00129249991024306
"140",1,4,"sep","tue",0.840978593272171,0.462861324551775,0.834271419637273,0.322916666666667,0.601374570446735,0.306666666666667,0.211764705882353,0,0.00154381933723477
"141",2,5,"sep","mon",0.837920489296636,0.451884376143432,0.826641651031895,0.322916666666667,0.608247422680412,0.32,0.164705882352941,0,0.00168743043837289
"142",1,2,"aug","wed",0.978593272171254,0.354555433589462,0.610006253908693,0.645833333333333,0.656357388316151,0.213333333333333,0.482352941176471,0,0.00197465264064912
"143",8,6,"aug","fri",0.813455657492354,0.384193194291987,0.630644152595372,0.609375,0.584192439862543,0.48,1,0,0.0021900692923563
"144",1,2,"jul","sat",0.81039755351682,0.176728869374314,0.338586616635397,0.411458333333333,0.426116838487973,0.506666666666667,0.588235294117647,0,0.00254909704520159
"145",2,5,"aug","wed",0.978593272171254,0.354555433589462,0.610006253908693,0.645833333333333,0.673539518900344,0.226666666666667,0.588235294117647,0,0.00276451369690877
"146",6,5,"aug","thu",0.969418960244648,0.470911086717892,0.691932457786116,0.5,0.797250859106529,0.0933333333333333,0.423529411764706,0,0.00323124977560765
"147",5,4,"mar","mon",0.813455657492354,0.134284668862056,0.0762976860537836,0.28125,0.309278350515464,0.333333333333333,0.588235294117647,0,0.0034107636520303
"148",8,3,"sep","tue",0.63914373088685,0.25759238931577,0.80838023764853,0.125,0.687285223367698,0.173333333333333,0.376470588235294,0,0.00344666642731483
"149",2,2,"aug","tue",0.957186544342507,0.385290889132821,0.777360850531582,0.84375,0.45360824742268,0.373333333333333,0.741176470588235,0,0.00384159695544466
"150",8,6,"sep","thu",0.923547400611621,0.285034760336626,0.825015634771732,0.890625,0.670103092783505,0.133333333333333,0.482352941176471,0,0.0040211108318673
"151",6,5,"jun","fri",0.886850152905199,0.195389681668496,0.509943714821764,0.328125,0.652920962199313,0.32,0.588235294117647,0,0.00427243025885901
"152",9,9,"jul","sun",0.813455657492354,0.240029271862422,0.412257661038149,0.333333333333333,0.707903780068729,0.186666666666667,0.211764705882353,0,0.00488277743869601
